globalReviewId,productName,review,keyword,summary
Capterra___1571143,CakeHR,"Being able to submit a request for time off easily from my phone through the app, have it notify the correct people within our organization to give approval, and then notifying me when the approval is made has greatly simplified PTO tracking for me. I can easily how much time I've used, how much I have left, and view a calendar with my scheduled time off as well as others within my team. CakeHR has many other features that I don't personally use but could see being very useful to others.  CakeHR lets me to submit requests for vacations, be notified when they're approved, as well as see when others on my team will be out making it easier to plan for time off.  The web interface was a little messy but they've mostly fixed this now and cleaned it up.  I usually use the mobile app anyway which has always had a clean interface. ","interface
use
useful
cakehr
simplified","Being able to submit a request for time off easily from my phone through the app, have it notify the correct people within our organization to give approval, and then notifying me when the approval is made has greatly simplified PTO tracking for me."
Capterra___1296843,CakeHR,"Could be a good choice, but functionality has to be improved User friendly
Flexible (at least in concept)
 No recruitment module  
Not enough fields in recipes (I am pretty sure that it is possible to let user to use much more variables and logic operators (jumps, triggers) and play with boolean search and complex logic). 
No calendar of upcoming appraisals for all the company, which could be useful for HR service to plan the load (I mean, standard calendar table view for the whole year)
No recurrence (you should duplicate  the same task manually, instead of setting of recurrence 'once per every 6/12/18 months etc"")
When you change initial task itself, the workflow which includes this task, still contains not updated version. As for me, if any component has been changed, it should be relevantly changed in any more complicated structures which contain that 'brick', instead of manual searching  where this component could be used and further manual changing. 
","manually
manual
user
change
changed
changing
logic
table
standard
jumps","As for me, if any component has been changed, it should be relevantly changed in any more complicated structures which contain that 'brick', instead of manual searching  where this component could be used and further manual changing."
Capterra___1598000,CakeHR,"We track holidays by anniversary date.  Before CakeHR it was a daunting task to keep track of everyone's entitled time.  Now we don't have to worry at all. This software is easy to learn, easy to use and great for tracking holidays, sick time, appointments, training etc.. Time off per individual should be the first page or we should be able to customize our views.","time
holidays","This software is easy to learn, easy to use and great for tracking holidays, sick time, appointments, training etc.."
Capterra___1586954,CakeHR,"I love the attitude and easy way of working with Cake HR! attitude, customer oriented mindset and ability to look on us as unique client , to listen to needs and respond ...  My experience is really great! and even if there is missing some functionality - cake hr is seraching for the ways to improve it.  Cake HR helps to fix the basics, to have a structure for people management matters. Excellent soft, have helped a lot in case where we needed to start from scratch and move from excel to something more up to date in HR .  some functionality is missing what I have experienced with global providers. example - access rights, management between different companies if on holding. ","management
customer oriented
providers",and even if there is missing some functionality - cake hr is seraching for the ways to improve it.
Capterra___276131,CakeHR,"Our previous leave management was managed using spreadsheets and this has made things a lot easier. Very easy for staff to be able to request time off and for managers to approve these requests. The interface is laid out well and is very easy to use for both management and staff alike. The app has limited functionality, there is no option to facilitate scheduling and rotas for staff members, it is not possible to define different hours on a weekend (each day worked is assumed to be the same number of hours). There has also been an issue that i believe remained unfixed where the annual leave year commences on the same day as a public holiday. It throws the whole system off.","leave
different
remained
staff
year",There has also been an issue that i believe remained unfixed where the annual leave year commences on the same day as a public holiday.
Capterra___1587553,CakeHR,"it's comfortable in use comparing with our previous HR portal, but definitely it's not tailor-made for customers and our contact person in support team is negligent and not professional  it's easy to use. has nice interface.
n/a   1.  unfortunately phone application it's not comfortable for managers. Computer version is more friendly than mobile app 
2. support team does not support in professional and western manner, couple of times they didn't answer my e-mails and removed me from correspondence and contacted my IT manager instead, when the issues were very specific related to HR and couldn't be answered by IT alone
3. Presence monitoring is not relevant. If employee takes first half of the day as an annual leave, you see it all day long  (i.e. it doesn't disappear in the second part of the day and information is so long that you should scroll down a lot to see all staff leave data) , if employee adds second part of the day as annual leave it shows employee's data twice on bar. same goes with all type of leaves. If employee is late, it shows  whole day long, why? what't the value? My IT contacted support team as they don't answer me and he said that it's like this though illogical. 
4. Support team uploaded staff info provided by me, and they didn't even check that some data were missing i.e. personal information of employees were missing and they didn't double-check if every box was filled or missing something ","support
employee
employees
leave
leaves
staff
phone
manner
adds
person
personal","it's comfortable in use comparing with our previous HR portal, but definitely it's not tailor-made for customers and our contact person in support team is negligent and not professional  it's easy to use.
4. Support team uploaded staff info provided by me, and they didn't even check that some data were missing i.e. personal information of employees were missing and they didn't double-check if every box was filled or missing something "
Capterra___1587189,CakeHR,"Although we are only a small company, we were trying to manually record our employees' holiday and sick leave as well as days in lieu, but found that we were losing track of vital information. CakeHR lets us keep all this information in an organised way, and lets our employees also keep track of their accrued allowances, as well as requesting leave in a more formal and organised manner. I really liked the choice of price points, depending on the needs of your business. The user interface is also intuitive, and the calendar integrates well with Outlook. The trial version didn't have New Zealand public holidays automatically included, so I had to add these manually.","holiday
holidays
leave
organised
points
cakehr
information","Although we are only a small company, we were trying to manually record our employees' holiday and sick leave as well as days in lieu, but found that we were losing track of vital information."
Capterra___194646,CakeHR,"An important part of our work culture is flexibility. Cake HR has helped us manage our time off, work from abroad, work from home, and sick days policies in a very easy way, without taking time from managers, and giving transparency inside the company. Easy to setup.
Even gives you an organizational chart as you add everyone with their reporting lines.
Integrates with Google Apps.
Easy approval of time-off requests with one click from email.
Dedicated customer support. Some of our policies were a bit tricky to setup (non US nor European company).","easy
transparency
lines
days
work
dedicated","Cake HR has helped us manage our time off, work from abroad, work from home, and sick days policies in a very easy way, without taking time from managers, and giving transparency inside the company."
Capterra___1598044,CakeHR,"This has created a smooth way to communicate with staff about their work/life balance and we use it for both 8 hr day shifts and 10 hr days too. I like that my staff can see who else is requesting time off, so they can work as a team.  Our workspace requires that no more than 1 person can be off at one time (due to ratio) so this feature is great. The customer service is outstanding and fast!  Love the chat room. That when a new staff joins, the future black out days need to be ""re-checked"" for the new employees and this can lead to mistakes/misunderstandings since the code ""blackout"" wont' read correctly for them.","day
days
staff
new
read
blackout","I like that my staff can see who else is requesting time off, so they can work as a team."
Capterra___443699,CakeHR,"A big problem that I have been able to solve with CakeHR is that I receive email notifications of employees' free time requests and approve or reject them by the same email. This has made things easier for me. What I like most when using CakeHR is the ease of registration and access; the function ""history of changes made"" to facilitate the tracking of changes in the data is very good; and when generating reports with a single click is wonderful. A big disadvantage of CakeHR is that it integrates with payroll systems, but not with benefit portals or learning management systems. We are waiting for you to integrate all this.","big
email
free time","A big disadvantage of CakeHR is that it integrates with payroll systems, but not with benefit portals or learning management systems."
Capterra___274806,CakeHR,"ToDo -lists and deadlines (e.g. Onboarding and offboarding activities are now under control.)
Directories and archives (e.g. company assets and documentation)
 I like especially the look and feel of the software and that it works quite intuitively. Also, the dashboards are great.  It would be great if one could configurate it a little bit more. For example the holiday practices. And the user rights, e.g. so that all users could see each others' work contact details.
Also, it would be great to have a personal training section for each member of the personnel.","contact
training
like especially",It would be great if one could configurate it a little bit more.
Capterra___163965,CakeHR,"We turned to CakeHR when we got to 9 employees. Until then we were tracking MyShowcase on a clumsy spreadsheet that was always wrong. From one day to the other everything was easy and clear. We've kept on using CakeHR. We now have 27 employees. Never have we done any training. CakeHR is super easy to use, new employees seamlessly get on with it. 

I strongly recommend it for any small to medium sized company. Ease of use
Feature set fully meets our needs none","sized
company
fully
employees","We turned to CakeHR when we got to 9 employees.
CakeHR is super easy to use, new employees seamlessly get on with it."
Capterra___269650,CakeHR,"Total organization of our company's tasks and projects. The dashboard is my favorite feature. After about a year I have the perfect system set up to control all my own tasks while managing and overseeing everyone's tasks in the company. Timesheets are also great. Creating recurring tasks can be tedious. Support helped me figure out a way to duplicate entire projects, but then making changes don't apply across the board. If there was more ease of use, Wrike would be perfect.","support
entire
creating recurring",Total organization of our company's tasks and projects.
Capterra___1647243,CakeHR,"Good experience using the app but used it only during requesting for tine off, holidays, or onboarding employees with meetings and catch ups,  the app is too segregated from all the other apps and software that are used in the company, except the linking with slack.  That's the good part, It's easy to use, and has all the info of people in the organization.  The names, job description, if the employee is in or out, and/or on holiday.  You can set up meetings and schedule on boarding of employees in your department.  Request for days off through the app, and set goals and  tasks for yourself and other employees.   You can also send support and vote for people that contribute most in your organization, or give credit to others that help a lot.  Selecting your absence policy and time of absence is also great Does not have enough features to get users engaged on a daily basis.  Needs that extra functionality and features to get the users more engaged,  ","job
basis
extra functionality
catch","Good experience using the app but used it only during requesting for tine off, holidays, or onboarding employees with meetings and catch ups,  the app is too segregated from all the other apps and software that are used in the company, except the linking with slack."
Capterra___1238678,CakeHR,"CakeHR is a great way for small companies to feel like they have the presence of a HR department. Although it doesn't replicate all the services it makes sharing information, organizing time off, and more easy for anyone to do. As someone who used it as an employee of a company, it made putting in time off requests easy and the customer support was fantastic the few times I needed to reach out. CakeHR is a system I've had to use as an employee. Being forced into a system can often be intimidating and confusing. Using it as an employee has given me the confidence I would need to use it as an administrator if I ever wanted to. The accrual system is fair and responsive and the scheduling and permissions of other users allows everyone to be in sync. For instance, I can see when my co-worker is planning Christmas vacation so I can ensure I'm not taking the same days. The only con I can really think of is for United State businesses is that the company is in the United Kingdom. This can cause time zones to kind of be wacky in certain circumstances but they've been providing more and more support in that regard in recent updates and company based decisions.","time
times
christmas
companies
company
based
united
state","As someone who used it as an employee of a company, it made putting in time off requests easy and the customer support was fantastic the few times I needed to reach out.
CakeHR is a system I've had to use as an employee."
Capterra___1007821,CakeHR,"As I said Cake help us a lot to register holidays, goals, 1o1 ...  of our employees. The only improvement area would be the availability of help when needed  It's definitely a good tool ! It has a lot of functionalities. Unfortunately, the customer relation is not that good as the tool itself.  When I required help, I didn't receive a quick answer.","holidays
cake help",The only improvement area would be the availability of help when needed  It's definitely a good tool !
GetApp___12951,CakeHR,"Cake HR has been a huge help streamilining the PTO system at our preschool. We have around 17 teachers and the transparency of who is off and when they are off, makes my jobs easier. Teachers can see what dates are available and what are not, so I don't always have to be the bad guy! I really like the calendar and the upcoming two weeks schedule. I am in charge of scheduling employees and I try to do the schedule in two week clips, so it is an easy way to see who is off. I also appreciate that keeps a record of people's use of PTO. So I can look back over the past year and see the dates and reasons people have taken off. It would be helpful to get reminders when people are close to having used all of their PTO, instead of having to through each employee and check. I would like to be able to set an automatic ""roll over"" to the next year, since we allow three days to roll over. 
","easier
help
helpful
weeks
week
schedule
scheduling","It would be helpful to get reminders when people are close to having used all of their PTO, instead of having to through each employee and check."
Capterra___1445216,CakeHR,"We can now manage our employee details in a single click and though a dedicated mobile app. Cake HR is the best tool to manage the employees and their day to day data. We use Cake HR to get employee attendance and to have their pay slips ready at the time of salary dispersal. HR application that has all the needy features can be seen only on Cake HR. The most impressive feature we have seen and used is the automatic salary form generation so that we don't want to manually create the salary form to be filled by the employee. The salary slip generation is a bit slow and takes a lot of time on mobile app, please have a look on it.","salary
slips
slip
employee
employees
features
feature
mobile","The salary slip generation is a bit slow and takes a lot of time on mobile app, please have a look on it."
Capterra___1173809,CakeHR,"CakeHR is a wonderful and handy tool for a small business to keep employee information stored. It integrates with Google Calendar, Slack, and a few others so it is great for us. It's a great and handy system to keep tracking of employee demographic information, emergency contacts, time off accruals, etc. We couldn't upload employee files without multiple people having access to them. Some files were pretty sensitive so we had to remove them.","employee information
calendar
people","It's a great and handy system to keep tracking of employee demographic information, emergency contacts, time off accruals, etc."
Capterra___1008141,CakeHR,I have at least three years of experience with this software. I know it is easy to use and very easy for me. This helps me to fulfill my duties quickly. I see a lot of employee's data.I love it This software helps me and my employees easily manage vacation and sickness.I can easily write down the hours of late employee. I like that it is integrated with a slick.,"employees easily
employee",I see a lot of employee's data.I love it This software helps me and my employees easily manage vacation and sickness.I can easily write down the hours of late employee.
Capterra___357876,CakeHR,"We get all the information fast and secure in to one system from our employees. No need to look in different places or having a risk of loosing papers or receipts when someone had an expense to report.  Intuitive and very easy to use.  Give managers and employees quickly a very good overview.
It can automate many task. We use is to plan ahead and also follow up, for onboarding and now also for expenses.  The one thing we are missing is that we like to be able to set employment status  in %, and have a start date for the change and also be able to get a rapport  that show these changes. 
BUT since we haven't brought this to their attention yet it's on us.","employment
information
plan","We use is to plan ahead and also follow up, for onboarding and now also for expenses."
Capterra___349685,CakeHR,"Staff are happy that they can book request their holidays at any time and have almost instant approval in many cases. Clean and user-friendly layout with amazingly helpful people behind the scenes. Lee, in particular, is incredibly helpful. The only thing would be the lack of calendar view holiday on mobile app. We have an ever growing young workforce who book their holidays on the app but they are unable to see if other workmates have already booked time off.","helpful
view
book
booked",We have an ever growing young workforce who book their holidays on the app but they are unable to see if other workmates have already booked time off.
Capterra___1623394,CakeHR,"CakeHR help me to making management challenges more manageable and easy to tracking the employee. Simple and easy to use, have a good user interface and complete features to manage HR system. We can customized the features based on company needs. 

If I have a question about the feature, the team has a quick response.  I have using cakeHR for more than 6 months, so far there not found difficulty. ","user
management
manageable
manage
features
feature","Simple and easy to use, have a good user interface and complete features to manage HR system."
Capterra___1007828,CakeHR,"The time off functionality is reliable and well built. I don't find that there is many product updates, which would be nice, but the value for money overall is good, and I would recommend.  Easy to use
Provide a good snapshot of the company's activity
Allow the essentials to happen The actual visual interface 
It misses, in my opinion, some more ''Fancy'' features that would be nice to have","visual
snapshot
good","I don't find that there is many product updates, which would be nice, but the value for money overall is good, and I would recommend."
Capterra___1587637,CakeHR,"I initially started out looking for only leave management, but since using CakeHR i've used it for Scheduling Trainings, Generating Custom Company Reports, Managing and tracking Assets and many more.

The leave management solution by itself is loaded with features and can be custom tailored as per your needs. Love it! Very User friendly, and its highly customizable. 
The support is always there to help you either through live chat or you can book a call. They always come back with an answer.
Its always improving with users putting in their input and if the feedback makes sense, it gets integrated for everyone to benefit. Due to high volume of feedback, you might have to wait until an issue gets resolved. But what matters is that they do resolve it. ","gets
management
managing
custom
makes
user
users
trainings","Due to high volume of feedback, you might have to wait until an issue gets resolved."
Capterra___479297,CakeHR,"For a smaller business this is definitely a life saver.   CakeHR is really easy to use, has key features and the support is amazing. Booking time off is simple and we can keep track of all leaves to make sure no gaps occur. It's worth every penny- a really financially comfortable software for smaller companies, that usually have less useful options. A few improvements based on our experience:  changing file names would be a great addition, a reminder function that can be customized, more options for data to be included for each employee.
","smaller
saver
booking
comfortable
changing","It's worth every penny- a really financially comfortable software for smaller companies, that usually have less useful options."
Capterra___1598072,CakeHR,Please with overall experience.  We know who is present or absent at all times Constantly upgrading to meet customer needs.  Challenges we experienced 6 years ago have been satisfactorily rectified.  A plus that employees can start the process by submitting their requests for the administrator to approve or otherwise.. Navigation is a bit cumbersome for a first time user.  Satisfied overall,"years
customer
needs",Please with overall experience.
Capterra___1877760,CakeHR,"Overall, CakeHR is a great HRIS system. The integration between timesheets and attendance is seamless.  I love that supervisors can easily approve or deny time-off requests at the push of a button. It is so simplistic and easy to use.  I wish there was an ATS included with CakeHR but I am sure as it grows they will build an ATS or have it integrate with other ATS's. ","overall
cakehr",I wish there was an ATS included with CakeHR but I am sure as it grows they will build an ATS or have it integrate with other ATS's.
Capterra___1173677,CakeHR,"Helped us a lot, but I think there are some parts that need to be improved. Customer service, because they are very quick, kind and helpful. Always looking for a solution.
The dashboard is very good, collects all the useful data. Settings, for me it is confusing where and how to add e.g. vacation related stuff. Not userfriendly enough, but maybe it's just me.
Also the documents part, I'd be happy if we could create more folders, better folder structure.
And the timesheet report, I would be happy of some changes.","customer
data
folders
folder","Helped us a lot, but I think there are some parts that need to be improved."
Capterra___1586673,CakeHR,"Overall, I would say I am very pleased with this application!  A all-in-one HR platform, allowing me to keep a pulse on ALL HR items for our Company. I absolutely love the Assets, Recipes, Onboarding/Offboarding, and Reporting functions.  The PTO policies were giving me an issue. Specifically, the bonus PTO items in the additional options section of the create new policies. In addition, when an employee is added to a particular policy, all PTO for that period is automatically added.  ","pto policies
policy
options
recipes","Specifically, the bonus PTO items in the additional options section of the create new policies."
Capterra___361317,CakeHR,"Our employees have adopted the system very quickly. Team Cake HR has been very helpful in implementing and solving all the problems. Our employees have adopted the system very quickly I'd like to see more integration with G Suite and GDrive. In some ways, it would be good to add more advanced settings. For example, more options for email notification settings. I would appreciate the possibility of importing data for some leave policies,","team
notification","In some ways, it would be good to add more advanced settings."
Capterra___1296749,CakeHR,"Awesome! It's a great price and does everything you need without being overly complicated to get the hang of.  It's extremely easy to use and for our team to grasp as well. I love that it integrates with apps like slack so the whole team can see if colleagues are off sick or working remotely. The policies they allow you to set are very flexible and once it's setup, it just runs in the background and you don't have to worry about it.  Nothing. Honestly, I haven't found something I didn't really dislike yet. If I was to be really picky, I'd say that as a manager, it's not that easy to amend or add attendance records, but once you figure it out, it's fine. It does allow it, it's just one of the features that's less intuitive to use. ","like
attendance",It's extremely easy to use and for our team to grasp as well.
Capterra___137167,CakeHR,"CakeHR has enabled us to go paperless for all leave requests. The approval process is so easy it has enabled each individual manager to approve requests on the fly in real time. As an organization, this has saved us a lot of time and money.   The request and approval process is so intuitive, all of our staff were able to start using CakeHR with minimal or no training. Having a bird's eye view of everyone's leave status is awesome and the interface is very visual. The reports you can create are also extremely useful. Support is timely and helpful.  The development team are always trying to improve the interface and add functionality which is great. Nothing I can think of ","useful
approval
approve
leave
requests
request",The approval process is so easy it has enabled each individual manager to approve requests on the fly in real time.
GetApp___57691,CakeHR,"Cake does a great job simplifying the HR process with intuitive user setup and calendar management. The reporting tools are effective as well. It is lacking in features to support larger (or rapidly expanding) enterprises, such as a bulk user creation and full timesheet/payroll management (it only handles vacation time). This is more than made up for with a highly responsive account/service team. Simple, intuitive interface. Is not a complete HR solution for payroll and timesheet management (yet).","intuitive user
management
expanding
vacation","It is lacking in features to support larger (or rapidly expanding) enterprises, such as a bulk user creation and full timesheet/payroll management (it only handles vacation time)."
Capterra___1002283,CakeHR,"I use it for managing Vacations/Sick days/Emergencies The design is nice and clear. Also, the App gives you a lot of interesting and useful statistics. I had an everyday issue with a number of vacation days counting tool. I guess that's the main functionality actually. The app calculated days wrong so I had to recalculate those manually(( Also I reported a few bugs to the manager but changes were not done.","days
functionality
vacations
vacation",I use it for managing Vacations/Sick days/Emergencies The design is nice and clear.
Capterra___1173781,CakeHR,"For the price soft is very good. The most important part is what do you want from the soft? If employees time off tracking is on of the main reasons, then CakeHR is a perfect fit.  I like the most customer support (it's fast, helpful, plus, some things which I have mentioned, later I see in the soft which is great and let's the customer feel special :)   Access levels - the weakest part in this soft. Still waiting for new levels which I could share with HRs in our other offices. Also a bit disappointing is reporting part. Would like to make reports more specified, with more options than now.  ","helpful
levels
customer
feel","Would like to make reports more specified, with more options than now."
Capterra___1358373,CakeHR,"We use CakeHR at work to request and approve leave. We also use it's slack integration to let everyone know who'll be attending today.  CakeHR is a neat online portal for requesting leave, and viewing team availability to avoid leave conflicts. The slack integration and updates are great, and reminders of team member birthdays and work milestones are a nice addition to the service.   I haven't encountered any major cons yet. ","leave
team
online
today
cakehr",We use CakeHR at work to request and approve leave.
Capterra___1002100,CakeHR,"1. Time-off balances tracking
2. Contact information (quick access)
3. Organizational scheme

 Calender. It`s really easy to use it and it`s easy to make new settings. 
 Profiles setting. I should press ""save"" all the time when i want to change some information","settings
setting
tracking","I should press ""save"" all the time when i want to change some information"
Capterra___162952,CakeHR,"CakeHR is very easy to use and implement. Before we had a Google Sheet which was perfect for 3 persons. But then we grew to 10 and I didn't want to take any more of my time handling a stone age tool. I feel now very comfortable with CakeHR, a dedicated product at a very competitive price. Last but not least, all our requests for support have been responded to very quickly. Thanks! It is easy to use. There's a mobile app. The mobile app should have more features.","age
mobile
dedicated",CakeHR is very easy to use and implement.
Capterra___1599787,CakeHR,"I am unfortunately not that satisfied after a few months of using this system.  - the design
- CakeHR is easy to use and onboard new members to use it
- tracking of time off works pretty well there
- org chart - the onboarding management - you can' see historical tasks of yours or your team if you are not the admin of the whole system - e.g. our Office Manager can' view the whole process
- the reports - e.g. we can't get a compensation report broke down to names and amounts
-  filtering in the calendar
- connection to other systems - the Slackbot is very easy, no synchronization to Google Calendar
- documentation section is very chaotic
","calendar
reports
report
management
manager
new","- connection to other systems - the Slackbot is very easy, no synchronization to Google Calendar"
Capterra___1002126,CakeHR,"It has been very easy to keep track of every employees info. The way you can get the reports it´s really easy and quick. 

I love how they keep improving the software with new features to make it work better. Very easy to use! The way you can get reports for HR is awesome, really easy and quick to get the info you need.  We are mexican companies, there is some important info for every employee we need to get, but the custom fields have been doing the job. Also, in the compensation tab, you can only use USD or Euros as currency, even though you have a big list of currencies.","info
companies
mexican","The way you can get reports for HR is awesome, really easy and quick to get the info you need."
Capterra___269914,CakeHR,"organise our team paperwork and onboard new members as well as track employee information as well as GENERAL schedules in one central location The UI is great and the work flow of the platform is intuitive. The customer support has been awesome as well.  It's really just lacking in some features we need but the features that do work, work well.  Becuase we are still reliant on our current platform to serve our needs. We don't get as much use out of Cake.Hr as I feel like we could. We were told new features will be released in late August early September so we're waiting for those to determine whether or not we work Cake.Hr into a permanent part of our business processes.","new
work
employee
august early",organise our team paperwork and onboard new members as well as track employee information as well as GENERAL schedules in one central location The UI is great and the work flow of the platform is intuitive.
Capterra___269623,CakeHR,"No more bloody written bits of paper asking for time off. Great support, quick and responsive. Features are easy to use and there is a lot of customisable options available. Easy to manage users, book time off and from what I understand there are lots of features coming soon. Could do with a little more integration and could do with some extra options around file storage and online documents. ","options
written
support
users book",Features are easy to use and there is a lot of customisable options available.
Capterra___269618,CakeHR,"Well managed HR operations for the team.
Visibility of the org changes.
Visibility of the employee plans. Very simple to use. Intuitive workflows and change the hierarchy. Setting the org is pretty simple. I can perform all the company HR operations. It gives a weird login issue sometimes. When i login, even after many days, it gives me a session error and asks me to re-login. ","login
intuitive
visibility",Visibility of the org changes.
Capterra___154576,CakeHR,"CakeHR has been a lifesaver for our organization. Prior to CakeHR we we trying to keep track of all of our human resources information in various places and in various systems that weren't able to manage that information. CakeHR allows us to have clarity and function well without the need to hire an employee to cover this post. Great platform, easy to use, and has served us well. Thank you, and keep up the great work! Ease of use. The interface is great. Cost is fair.  I don't have any complaints!","great
cakehr","Great platform, easy to use, and has served us well."
GetApp___13127,CakeHR,"We were looking for a absence management software that could be integrated with our mobile solution ""coresuite"" and SAP Business One.
We found in cake.hr a good compromise in term of easyness to use, quick setup and API - quick setup
- easyness to use
- API support
- fast support - some functionalities are limited and could be extended","management
solution
quick","We found in cake.hr a good compromise in term of easyness to use, quick setup and API - quick setup"
Capterra___269705,CakeHR,I am able to access all my personnel information in one place. I like that you can easily access all our HR information all in once place. I've been able to add custom fields to really mold CakeHR to be what we need it to be. The mobile app. It's only capability is minor directory information and PTO. I'd like to get full CakeHR functions from the app. ,"custom
cakehr",I'd like to get full CakeHR functions from the app.
Capterra___198472,CakeHR,"Cake is a great tool to manage an office. Since we have started using it we have nothing but great experiences with it. The support team is great and very quick to respond. I wish I required more of its functionality because it would make my life that much easier! I would definitely recommend it. Ease of use, user interface, support. All around it is a great product. I wish some of the reports were more customized to what I need but it is quite minor and I can get by without it very easily.","great
user",I wish I required more of its functionality because it would make my life that much easier!
Capterra___154335,CakeHR,"We were looking for a simple and easy to use, online HR, system to start managing a growing team. We came across CakeHR and haven't looked back. Best of all, the support is excellent. Every time we've had a query or problem is solved right then and there and we can get back to work. We're very happy. Support
Ease of use Lacking a few features ","support
use","We were looking for a simple and easy to use, online HR, system to start managing a growing team."
Capterra___154221,CakeHR,"overall the experience is great, and whenever I have any doubt the customer happiness team is super fast on solving it. - time of requests
- org chart
- visibility of calendars - adding aditional policies
- temporary contracts","happiness
org chart",- org chart
Capterra___448156,CakeHR,Reports and graphs that helped me analyze employee trends. It's simplicity has made it very easy for new learners to understand how to operate it effectively thus ensuring proper employee management. It is also able to generate relevant employee reports thus making really good. I have not witnessed any cons during the period that I have used the software. For me it's the best HR management software for small businesses.,"employee
proper",For me it's the best HR management software for small businesses.
Capterra___359939,CakeHR,"no more excel for vacation/time off planning - mobile an desktop version available
- free customizable regarding all relevant time off policies and durations
- easy to use for users
- fast and professional support - admin features are somehow hard to find - they a positioned on different levels
- date picker is by drop down only available for the following 6 months, would not harm to have it all year","time
levels
date
admin",no more excel for vacation/time off planning - mobile an desktop version available
Capterra___277614,CakeHR,"Tracking employee vacations is the best part for me.  Simple design and the ability to allow the employee to enter their own days off for approval. It's one more task I don't have to think much about. It just happens keeps up with it all.  A few things have been hard to find.  When we first started using it, I thought to locate where things were was a little complicated.  We navigate it pretty well now. ",employee,Tracking employee vacations is the best part for me.
Capterra___1464172,CakeHR,"We needed a system for managing time off. This just about manages to do so. It's an online tool and is easy to access, generally speaking. There are too many issues with the tool. Booking time off can be infuriating, especially if a mistake is made - for example, it will let you book time off in the past, without a warning, but to rectify you need an admin to decline your request and to start again.

The mobile app is also woeful - it literally offers no benefit and I will typically boot my laptop instead.","generally
time
tool",We needed a system for managing time off.
Capterra___358224,CakeHR,"Easy to track the leaves, goals, documents of every employee any time. Managing the goals and keeping the track of one on one, etc are good.  It is easy to use as it is linked to g-suite. Can check in anytime anywhere by using an app. Can access the details anytime.  UI. look wise should have been even better. Example Goals - Symbol should have been presented better. ","goals
better","Easy to track the leaves, goals, documents of every employee any time."
Capterra___137679,CakeHR,"Unbelievable customer service! CakeHR does such a wonderful job in handling suggestions and enquiries. I do not remember any experience with customer service at this level. They are simply amazing! Keep it up people!   Ease of use definitely. The functions are simplified for business and detailed enough.  Still a simple software without the other core processes in HR. However, CakeHR does take in suggestion seriously. Bet it will not be long for other functions to be rolled out.","seriously
suggestions
suggestion
customer
service","CakeHR does such a wonderful job in handling suggestions and enquiries.
However, CakeHR does take in suggestion seriously."
Capterra___1509385,CakeHR,"It's good but has a lot of scope for improvement  Easy to use
Fast navigation
has a mobile app
integrates with slack and google calendar
 doesn't have a recruitment module at all and that's very disappointing 
no value for money
lack of customization
","app
fast",It's good but has a lot of scope for improvement  Easy to use
GetApp___1870543,CakeHR,"happy to have one place with all the important stuff about our valued employees + info about their progress, ...  - easy to use
- design
- you can visually see the company's hierarchy (with employes photos) :-)  - missing the ""Sign-in with Google"" button on the login page
- 1 to 1 template should be more customizable (e.g. consist of ""blocks"", which can be added/removed/reschuffled/... ","photos
employees",- easy to use
Capterra___1301986,CakeHR,My experience has been good so far. I already recomend it to a HR friend from another company. The software is employee friendly. Paper is avoid and every information is centralized in one platform. The costumization is an ongoing process and sometimes we noticed that something needs to be developed just when you need it.,friendly,My experience has been good so far.
Capterra___194716,CakeHR,"Cake is phenomenal. Fire your HR director and get Cake HR. A great platform for housing all things HR related and an incredibly intuitive and easy program to manage time-off. LOVE it. Intuitive, easy, mobile app, implementation with Google Calendar. Nothing yet.","easy
app",A great platform for housing all things HR related and an incredibly intuitive and easy program to manage time-off.
Capterra___1183440,CakeHR,"A very good online Human Resources software for most of the companies. User friendly with a lot of features for employees HR management. Very good User Experience and interfaces.
Easy to use and Feature are very handy
Ton of functionalities. Historical logs are manual to access.
Nothing else that I can thought right now.","user
historical
resources",User friendly with a lot of features for employees HR management.
Capterra___154281,CakeHR,"CakeHR has a modern interface. Pretty straight forward and easy to use. I found it to be flexible enough to add custome fields -a very important feature for us. CakeHR app on iOS though needs to have more functions, as it is anemic in its functionality. Easy to use and flexible. iOS App needs more work.","app
custome
interface","CakeHR app on iOS though needs to have more functions, as it is anemic in its functionality."
Capterra___359572,CakeHR,Employee dictionary and summary of headcount situation. Overall I like it. Very flexible in terms of information input since we have different structures of country offices. Not too many function yet and hard to organize documents. Can't not download employees information easily.,"information
employee
employees
situation",Can't not download employees information easily.
